Date,Settle,Open,High,Low,Volume,Prev. Day Open Interest
2016-11-09,24.2,24.7,24.95,24.0,1108.0,15797.0
2016-11-10,24.2,23.9,24.3,23.85,379.0,15673.0
2016-11-11,24.55,24.2,24.7,24.2,1067.0,15537.0
2016-11-14,24.6,24.35,24.65,24.25,104.0,15693.0
2016-11-15,24.55,24.45,24.55,24.45,926.0,15694.0
2016-11-16,24.8,24.6,24.9,24.55,4894.0,15400.0
2016-11-17,24.85,0.0,0.0,0.0,0.0,17444.0
2016-11-18,25.35,24.85,25.45,24.85,2721.0,17417.0
2016-11-21,25.4,25.25,25.35,25.25,188.0,18673.0
2016-11-22,25.35,25.1,25.3,25.1,196.0,18783.0
2016-11-23,25.3,25.25,25.5,25.2,961.0,18143.0
2016-11-24,25.25,25.25,25.3,24.4,63.0,18070.0
2016-11-25,25.4,25.35,25.4,25.35,81.0,18038.0
2016-11-28,25.6,25.55,25.65,25.45,1910.0,18262.0
2016-11-29,25.45,25.45,25.45,25.4,481.0,17795.0
2016-11-30,25.3,25.35,25.35,25.2,1149.0,18444.0
2016-12-01,25.4,25.2,25.45,25.2,1084.0,18914.0
2016-12-02,25.3,25.45,25.5,25.3,616.0,18588.0
2016-12-05,25.1,24.95,25.2,24.85,111.0,18609.0
2016-12-06,24.8,25.0,25.0,24.85,368.0,18638.0
2016-12-07,24.65,24.6,24.85,24.6,3423.0,21920.0
2016-12-08,24.35,24.65,24.65,24.25,1111.0,19784.0
2016-12-09,24.75,24.45,24.85,24.45,182.0,18997.0
2016-12-12,24.8,24.75,24.8,24.75,650.0,19502.0
2016-12-13,24.55,24.5,24.55,24.5,978.0,19767.0
2016-12-14,24.85,24.6,24.9,24.55,1760.0,20343.0
2016-12-15,24.5,24.5,24.65,24.45,406.0,20687.0
2016-12-16,24.3,24.55,24.6,24.25,1116.0,21217.0
2016-12-19,24.2,24.25,24.25,24.15,630.0,21548.0
2016-12-20,24.05,24.05,24.1,24.05,163.0,21215.0
2016-12-21,24.1,24.1,24.1,23.95,970.0,21586.0
2016-12-22,24.3,24.15,24.35,24.05,743.0,21624.0
2016-12-23,24.3,24.2,24.25,24.2,58.0,21571.0
2016-12-27,24.3,24.7,24.7,24.3,51.0,21585.0
2016-12-28,24.45,24.4,24.4,24.4,293.0,21595.0
2016-12-29,24.65,24.5,24.7,24.5,83.0,0.0
2016-12-30,24.8,24.65,24.85,24.55,331.0,21599.0
2017-01-02,24.5,24.75,24.75,24.5,736.0,21561.0
2017-01-03,24.4,24.4,24.45,24.3,858.0,22019.0
2017-01-04,24.2,24.3,24.3,24.1,4756.0,26165.0
2017-01-05,24.0,24.1,24.1,23.95,3044.0,27934.0
2017-01-06,23.65,23.9,23.95,23.6,5591.0,31409.0
2017-01-09,23.3,23.65,23.8,23.3,1866.0,31956.0
2017-01-10,23.4,23.25,23.45,23.05,1684.0,31737.0
2017-01-11,23.4,23.45,23.55,23.3,1063.0,31733.0
2017-01-12,23.7,23.65,23.7,23.4,3899.0,34983.0
2017-01-13,23.4,23.45,23.5,23.3,2626.0,35296.0
2017-01-16,23.35,23.55,23.6,23.2,2004.0,36064.0
2017-01-17,23.3,23.4,23.5,23.15,5629.0,37322.0
2017-01-18,22.95,23.25,23.25,22.9,2128.0,38317.0
2017-01-19,22.8,22.9,22.95,22.65,8551.0,45137.0
2017-01-20,22.5,22.7,22.7,22.4,2731.0,46011.0
2017-01-23,22.6,22.65,22.7,22.5,1393.0,44518.0
2017-01-24,22.3,22.55,22.55,22.1,1772.0,44856.0
2017-01-25,21.85,21.9,22.05,21.85,3113.0,45832.0
2017-01-26,21.9,21.85,22.0,21.8,2742.0,44416.0
2017-01-27,22.1,21.95,22.15,21.9,1024.0,44212.0
2017-01-30,22.4,22.3,22.6,22.3,1474.0,43889.0
2017-01-31,22.3,22.3,22.4,22.15,3009.0,44038.0
2017-02-01,22.35,22.1,22.45,22.0,3508.0,0.0
2017-02-02,22.5,22.3,22.65,22.3,7625.0,49268.0
2017-02-03,22.25,22.4,22.4,22.15,4532.0,49640.0
2017-02-06,22.6,22.4,22.65,22.1,2338.0,50008.0
2017-02-07,23.0,22.65,23.05,22.5,6438.0,52737.0
2017-02-08,23.25,22.85,23.6,22.85,5672.0,54008.0
2017-02-09,22.4,23.15,23.15,22.4,8802.0,54986.0
2017-02-10,22.65,22.4,22.65,22.3,4016.0,56743.0
2017-02-13,22.5,22.5,22.55,22.25,7757.0,62226.0
2017-02-14,22.25,22.55,22.55,22.1,9370.0,66230.0
2017-02-15,21.8,22.1,22.1,21.65,10835.0,72561.0
2017-02-16,22.25,21.8,22.3,21.8,8652.0,75739.0
2017-02-17,22.25,22.25,22.6,22.2,9222.0,79208.0
2017-02-20,21.95,22.25,22.25,21.85,10075.0,77825.0
2017-02-21,21.8,22.1,22.3,21.75,23549.0,82222.0
2017-02-22,22.1,21.9,22.35,21.75,25512.0,78624.0
2017-02-23,22.8,22.0,22.85,21.95,10977.0,74916.0
2017-02-24,22.95,22.85,23.6,22.75,15772.0,77969.0
2017-02-27,22.7,22.9,22.9,22.45,13091.0,71882.0
2017-02-28,22.9,22.9,23.05,22.75,4920.0,70568.0
2017-03-01,22.25,22.4,22.6,22.1,7177.0,70046.0
2017-03-02,22.35,22.3,22.6,22.25,2202.0,70219.0
2017-03-03,22.25,22.4,22.65,22.0,8760.0,70570.0
2017-03-06,22.2,22.15,22.4,22.0,5831.0,70876.0
2017-03-07,22.05,22.25,22.25,21.9,7613.0,75034.0
2017-03-08,21.75,22.1,22.1,21.65,8231.0,77497.0
2017-03-09,21.55,21.85,21.9,21.55,6644.0,80413.0
2017-03-10,21.7,21.7,21.85,21.35,4834.0,76662.0
2017-03-13,21.65,21.75,21.95,21.55,5394.0,77856.0
2017-03-14,21.8,21.55,22.1,21.55,5283.0,78832.0
2017-03-15,21.6,21.7,21.7,21.4,7618.0,83424.0
2017-03-16,21.05,21.25,21.3,20.95,8532.0,85484.0
2017-03-17,20.8,20.9,20.9,20.65,7277.0,90265.0
2017-03-20,20.15,20.8,20.8,20.0,11236.0,89808.0
2017-03-21,19.8,20.1,20.15,19.4,15575.0,88721.0
2017-03-22,20.15,20.1,20.35,19.95,13054.0,89961.0
2017-03-23,19.7,20.15,20.2,19.6,17386.0,91603.0
2017-03-24,19.7,19.95,20.0,19.5,12188.0,90963.0
2017-03-27,19.85,20.15,20.15,19.7,8026.0,89985.0
2017-03-28,19.1,19.7,19.7,19.0,5403.0,86687.0
2017-03-29,18.95,19.0,19.05,18.75,14964.0,94812.0
2017-03-30,18.5,18.85,18.95,18.5,9740.0,95459.0
2017-03-31,18.4,18.8,18.8,18.35,10347.0,98620.0
2017-04-03,18.7,18.3,18.8,18.15,22091.0,106446.0
2017-04-04,18.45,18.55,18.75,18.3,20747.0,113531.0
2017-04-05,18.4,18.35,18.7,18.2,12315.0,115323.0
2017-04-06,18.35,18.8,18.9,18.25,15282.0,119640.0
2017-04-07,18.55,18.5,19.05,18.45,15988.0,121287.0
2017-04-10,19.35,18.75,19.7,18.65,20745.0,123765.0
2017-04-11,19.95,19.75,20.65,19.65,26253.0,132806.0
2017-04-12,19.65,19.95,19.95,19.5,10304.0,129528.0
2017-04-13,19.65,19.75,20.0,19.25,24490.0,132709.0
2017-04-18,19.8,19.55,20.4,19.2,49292.0,157609.0
2017-04-19,19.25,19.7,19.75,19.05,50529.0,165714.0
2017-04-20,19.35,19.5,19.55,19.0,36499.0,166642.0
2017-04-21,18.95,19.3,19.8,18.9,60476.0,185127.0
2017-04-24,16.15,16.85,16.85,15.6,107802.0,213978.0
2017-04-25,15.8,16.0,16.1,15.6,40506.0,167904.0
2017-04-26,15.7,15.8,15.85,15.4,29055.0,162178.0
2017-04-27,16.15,15.85,16.2,15.75,11492.0,157918.0
2017-04-28,16.5,16.15,16.55,16.0,25226.0,170102.0
2017-05-02,16.05,16.0,16.35,15.9,20315.0,0.0
2017-05-03,15.65,16.0,16.2,15.6,40888.0,193021.0
2017-05-04,15.1,15.65,15.75,14.85,44377.0,194615.0
2017-05-05,14.95,15.25,15.3,14.7,40706.0,198339.0
2017-05-08,14.65,14.9,15.05,14.35,48424.0,201296.0
2017-05-09,14.55,14.45,14.65,14.15,31980.0,195995.0
2017-05-10,14.75,14.75,14.9,14.55,26327.0,198842.0
2017-05-11,14.9,14.7,15.05,14.35,21572.0,202087.0
2017-05-12,14.45,14.6,14.75,14.45,21674.0,199838.0
2017-05-15,14.3,14.45,14.75,14.25,28449.0,206698.0
2017-05-16,13.7,14.2,14.4,13.6,45422.0,211194.0
2017-05-17,14.07,14.0,14.35,13.6,20181.0,0.0
